2020-10-11 15:17:15,033:INFO:INFOレベル
2020-10-11 15:17:21,342:INFO:INFOレベル
2020-10-11 15:18:03,869:WARNING:警告レベル
2020-10-11 15:23:47,379:INFO:INFOレベル
2020-10-11 15:23:47,639:WARNING:警告レベル
2020-10-11 15:23:47,885:CRITICAL:重大なエラー
2020-10-11 15:24:07,732:INFO:INFOレベル
2020-10-11 15:24:07,899:WARNING:警告レベル
2020-10-11 15:24:08,091:ERROR:エラーレベル
2020-10-11 15:24:08,293:CRITICAL:重大なエラー
2020-10-11 16:04:47,965:INFO:INFOレベル
2020-10-11 16:04:47,969:WARNING:警告レベル
2020-10-11 16:04:47,976:ERROR:エラーレベル
2020-10-11 16:04:47,981:CRITICAL:重大なエラー
